,Car Name,Car url,Car Brand,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
838,Grand i10 Nios AMT Sportz CRDi,/used-car-details/used-Hyundai-Grand-i10-Nios-AMT-Sportz-CRDi-cars-Kolkata_571E3BDBCC5E5D8B41CFCB9FDE1B1460.htm,Hyundai,2,6.75,8.725,35000,Diesel,Dealer,73.97,Automatic,First Owner,26.2,1186,FWD,5,5
839,Celerio ZXI AT,/used-car-details/used-Maruti-Celerio-2014-2017-ZXI-AT-cars-Kolkata_5684F6B18D9D32757E9DFF35165042C4.htm,Maruti,5,3.75,5.8100000000000005,57453,Petrol,Dealer,67.04,Automatic,First Owner,23.1,998,FWD,5,5
840,Hexa XTA,/used-car-details/used-Tata-Hexa-2017-2020-XTA-cars-Kolkata_62B39FA305658BAE60D7C97B08F465C4.htm,Tata,3,12.99,35.0579,38689,Diesel,Dealer,153.86,Automatic,First Owner,17.6,2179,AWD,7,6
841,Ertiga SHVS VDI,/used-car-details/used-Maruti-Ertiga-SHVS-VDI-cars-Kolkata_35AD5963F15936F3DB0DABEBA3B4A125.htm,Maruti,4,7.0,18.8919,5000,Diesel,Dealer,88.5,Manual,First Owner,24.52,1248,FWD,7,5
842,Etios G,/used-car-details/used-Toyota-Etios-2013-2014-G-cars-Kolkata_A6BFEE45A82622F5F711B909D0ED5E41.htm,Toyota,7,3.5,9.4459,42000,Petrol,Dealer,88.73,Manual,First Owner,16.78,1496,FWD,5,5
843,Ikon 1.3 Flair,/used-car-details/used-Ford-Ikon-1.3-Flair-cars-Kolkata_655D0813173F4FF32DF3FD6EC5B83F1E.htm,Ford,13,0.9,2.429,52000,Petrol,Dealer,70.0,Manual,First Owner,13.8,1299,FWD,5,5
844,XUV300 W8 Diesel Sunroof,/used-car-details/used-Mahindra-XUV300-W8-Diesel-Sunroof-cars-Kolkata_1833D730ED222512D8DFE9A2CFDA0EAF.htm,Mahindra,2,10.9,12.7,18000,Diesel,Dealer,115.0,Manual,First Owner,20.0,1497,FWD,5,6
845,Vitara Brezza ZDi Plus,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-ZDi-Plus-cars-Kolkata_B99C2F4B752E95B0B19A219F963CD516.htm,Maruti,2,8.5,22.9401,27150,Diesel,Dealer,88.5,Manual,First Owner,24.3,1248,FWD,5,5
846,Q5 2.0 TDI Premium Plus,/used-car-details/used-Audi-Q5-2012-2017-2.0-TDI-Premium-Plus-cars-Kolkata_8963C2EB49386087383630852F82F42C.htm,Audi,8,16.0,43.1814,45000,Diesel,Dealer,174.3,Automatic,First Owner,14.16,1968,AWD,5,7
847,i20 1.2 Asta Option with Sunroof,/used-car-details/used-Hyundai-i20-2010-2012-1.2-Asta-Option-with-Sunroof-cars-Kolkata_0A726BF35EB3C884AFD5497097D5D2A1.htm,Hyundai,11,2.9,10.18,68000,Petrol,Dealer,80.0,Manual,First Owner,17.0,1197,,5,5
848,Innova 2.5 VX (Diesel) 7 Seater,/used-car-details/used-Toyota-Innova-2.5-VX-(Diesel)-7-Seater-cars-Kolkata_F504F9CD06D889A97BFF19C4D6C52B34.htm,Toyota,5,10.5,28.3378,85000,Diesel,Dealer,100.6,Manual,First Owner,12.99,2494,RWD,7,5
849,Verna Transform SX VTVT,/used-car-details/used-Hyundai-Verna-2010-2011-Transform-SX-VTVT-cars-Kolkata_7BDCBDA9BC0CCFCC5DF2A8F6E3C4B14D.htm,Hyundai,11,1.99,13.005,39568,Petrol,Dealer,103.2,Manual,First Owner,16.2,1599,Two Wheel Drive,5,5
850,Aveo U-VA 1.2 LS,/used-car-details/used-Chevrolet-Aveo-U-VA-1.2-LS-cars-Kolkata_B2A0F4825842BEA9D65527AFCB0185D5.htm,Chevrolet,12,1.49,4.0213,49356,Petrol,Dealer,74.9,Manual,First Owner,15.26,1150,FWD,5,5
851,Grand i10 Magna 1.2,/used-car-details/used-Hyundai-i10-2007-2010-Magna-1.2-cars-Kolkata_306330A56E62F2082E417D4D40E4654E.htm,Hyundai,11,1.99,5.3707,49568,Petrol,Dealer,78.9,Manual,First Owner,20.36,1197,FWD,5,5
852,i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_9EFAFE84F394C02DE18EDACE44D0AC7C.htm,Hyundai,10,2.69,7.2599,8200,Petrol,Dealer,78.9,Manual,Second Owner,20.36,1197,FWD,5,5
853,i20 Sportz Option 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Sportz-Option-1.2-cars-Kolkata_19DB2E6F95ED1ED4048FC162CA124829.htm,Hyundai,6,5.25,10.18,23421,Petrol,Dealer,81.83,Manual,First Owner,18.6,1197,FWD,5,5
854,Swift VDI,/used-car-details/used-Maruti-Swift-2014-2021-VDI-cars-Kolkata_6BDFBFC442006A88A8E307CBBE998F0D.htm,Maruti,10,2.65,7.1519,53000,Diesel,Dealer,74.0,Manual,First Owner,28.4,1248,FWD,5,5
855,TUV 300 T6 Plus,/used-car-details/used-Mahindra-TUV-300-2015-2019-T6-Plus-cars-Kolkata_9D1CD7B822D27AFF290D01B03694D186.htm,Mahindra,5,5.25,14.1689,138000,Diesel,Dealer,100.0,Manual,First Owner,18.49,1493,RWD,7,5
856,New C-Class C 200 CGI,/used-car-details/used-Mercedes-Benz-New-C-Class-C-200-CGI-cars-Kolkata_BB73E0C6678C1E4BE63701388F266163.htm,Mercedes-Benz,6,19.99,28.64,49000,Petrol,Dealer,184.0,Automatic,First Owner,14.74,1991,RWD,5,9
857,Scorpio VLX 2WD 7S BSIV,/used-car-details/used-Mahindra-Scorpio-2009-2014-VLX-2WD-7S-BSIV-cars-Kolkata_11C7FBCF2F52C131C8677C72E80B3DAF.htm,Mahindra,9,5.45,17.475,68000,Diesel,Dealer,120.0,Manual,First Owner,12.05,2179,2 WD,7,6
858,Fluence E4 D,/used-car-details/used-Renault-Fluence-E4-D-cars-Kolkata_2D13F2F59051C0EE346041A228E13185.htm,Renault,7,6.5,17.5424,41000,Diesel,Dealer,108.45,Manual,First Owner,20.4,1461,FWD,5,6
859,Rover Discovery Sport TD4 HSE 7S,/used-car-details/used-Land-Rover-Discovery-Sport-2015-2020-TD4-HSE-7S-cars-Kolkata_FCC4B85850E4063033307B37D5DFB02A.htm,Land Rover,3,38.0,74.065,25000,Diesel,Individual,148.31,Automatic,Second Owner,12.81,1999,4WD,7,9
860,TUV 300 T8 AMT,/used-car-details/used-Mahindra-TUV-300-2015-2019-T8-AMT-cars-Kolkata_92AB7897454DB47CCB889C64268FA2E1.htm,Mahindra,5,6.5,17.5424,23000,Diesel,Dealer,100.0,Automatic,First Owner,18.49,1493,RWD,7,5
861,Elantra SX,/used-car-details/used-Hyundai-Elantra-2012-2015-SX-cars-Kolkata_D985D3069ED5EC44EA40C59CE5911E1F.htm,Hyundai,7,6.31,21.325,39000,Petrol,Dealer,147.5,Manual,First Owner,16.3,1797,FWD,5,6
862,Creta 1.6 VTVT E,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-VTVT-E-cars-Kolkata_0CC9A9645F171CD9A2F02881575C64C8.htm,Hyundai,3,7.75,15.625,24000,Petrol,Individual,121.3,Manual,First Owner,15.29,1591,FWD,5,6
863,i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.4-CRDi-cars-Kolkata_5E92C63968F0560E32B492623CA8FB92.htm,Hyundai,7,4.1,10.575,80000,Diesel,Individual,88.73,Manual,Second Owner,22.54,1396,FWD,5,6
864,Lodgy 85PS RxZ,/used-car-details/used-Renault-Lodgy-85PS-RxZ-cars-Kolkata_C690B9946C3CA460AC6B3C4F9D40DA8B.htm,Renault,5,5.49,14.8166,47448,Diesel,Dealer,83.8,Manual,First Owner,21.04,1461,FWD,8,5
865,Santro Xing GLS,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Kolkata_15BF4E2098AA6094247D95613EE2FD3F.htm,Hyundai,7,2.1,5.6676,40000,Petrol,Individual,62.1,Manual,Second Owner,17.92,1086,FWD,5,5
866,Fabia 1.2 Petrol Active,/used-car-details/used-Skoda-Fabia-2010-2015-1.2-Petrol-Active-cars-Kolkata_E108D8DE2548BEF3BF45835C41D42456.htm,Skoda,9,2.19,5.9105,29568,Petrol,Dealer,73.9,Manual,First Owner,16.25,1198,Two Wheel Drive,5,5
867,i20 Sportz Plus,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Sportz-Plus-cars-Kolkata_982C8B5DDFB5C2DE20AE85886D66A08E.htm,Hyundai,3,5.95,10.18,34000,Petrol,Dealer,81.86,Manual,First Owner,18.6,1197,FWD,5,5
868,Swift 1.3 LXI,/used-car-details/used-Maruti-Swift-2004-2011-1.3-LXI-cars-Kolkata_2D2CB03D5A9743CD4D95613317313AEF.htm,Maruti,6,3.72,7.99,32000,Petrol,Dealer,97.0140904669263,Manual,First Owner,16.1,1452,,5,5
869,BR-V i-VTEC VX MT,/used-car-details/used-Honda-BR-V-i-VTEC-VX-MT-cars-Kolkata_D272C81455D2A2DF035A4A81F84D5CEC.htm,Honda,5,6.75,18.2172,39000,Petrol,Dealer,117.3,Manual,First Owner,15.4,1497,FWD,7,6
870,Fortuner 4x4 MT,/used-car-details/used-Toyota-Fortuner-2011-2016-4x4-MT-cars-Kolkata_D5111E42286EE7F92C1AB3A23256724F.htm,Toyota,8,13.99,39.905,45000,Diesel,Dealer,168.5,Manual,First Owner,12.55,2982,4WD,7,5
871,Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_920C2897B5F603880CD871C71A022D7B.htm,Maruti,4,3.7,6.1899999999999995,23052,Petrol,Dealer,67.05,Manual,First Owner,21.79,998,FWD,5,5
872,Alto LXi BSIII,/used-car-details/used-Maruti-Alto-2005-2010-LXi-BSIII-cars-Kolkata_A4BC668804898DD694BCE59EE1DE489B.htm,Maruti,12,1.55,4.1832,14116,Petrol,Dealer,46.3,Manual,First Owner,19.7,796,FWD,5,5
873,GO T Petrol,/used-car-details/used-Datsun-GO-T-Petrol-cars-Kolkata_3114ECCDCE6026A2AD7DB33E3D6E4669.htm,Datsun,3,3.25,5.890000000000001,9090,Petrol,Dealer,67.0,Manual,First Owner,19.83,1198,FWD,5,5
874,Alto 800 LXI,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Kolkata_AF508083B754E3FEEA762066BCD8F5B7.htm,Maruti,2,2.8,3.99,19000,Petrol,Dealer,47.3,Manual,First Owner,24.7,796,FWD,5,5
875,Zest Quadrajet 1.3 75PS XM,/used-car-details/used-Tata-Zest-Quadrajet-1.3-75PS-XM-cars-Kolkata_465B4A094E9AD6780C016C304E8B3E2D.htm,Tata,5,4.6,12.4147,90000,Diesel,Individual,74.0,Manual,Second Owner,22.95,1248,FWD,5,5
876,Indigo LE (TDI) BS-III,/used-car-details/used-Tata-Indigo-CS-2008-2012-LE-(TDI)-BS-III-cars-Kolkata_165196E477696B75AA9694E920C3AA00.htm,Tata,12,1.17,3.1576,150000,Diesel,Individual,69.0,Manual,Fourth & Above Owner,19.09,1396,FWD,5,5
877,Sumo Gold EX,/used-car-details/used-Tata-Sumo-Gold-EX-cars-Kolkata_73E1AC38DD621264A78515A29F221923.htm,Tata,8,3.5,9.4459,50000,Diesel,Individual,83.83,Manual,First Owner,15.3,2956,RWD,7,5
878,Vitara Brezza LDi,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-LDi-cars-Kolkata_C19585572FE6153D9C3EAE7F6BB3CCF3.htm,Maruti,4,6.0,16.193,42000,Diesel,Dealer,88.5,Manual,First Owner,24.3,1248,FWD,5,5
879,Grand i10 Sportz,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Kolkata_2B626B127BCB70D84F128A1F7635CB27.htm,Hyundai,5,4.5,12.1448,10000,Petrol,Individual,82.0,Manual,First Owner,18.9,1197,FWD,5,5
880,i20 1.2 Era,/used-car-details/used-Hyundai-i20-2010-2012-1.2-Era-cars-Kolkata_947DCFA7753E029AD9017BF1A9924507.htm,Hyundai,9,1.8,10.18,50000,Petrol,Individual,80.0,Manual,Second Owner,17.0,1197,FWD,5,5
881,Classic Nova Diesel,/used-car-details/used-Ambassador-Classic-Nova-Diesel-cars-Kolkata_73CAE4425A19BBCC007F2E0046B308BA.htm,Ambassador,25,0.80001,2.1591,110000,Diesel,Individual,35.5,Manual,First Owner,12.8,1489,FWD,5,5
882,WR-V Edge Edition i-VTEC S,/used-car-details/used-Honda-WRV-2017-2020-Edge-Edition-i-VTEC-S-cars-Kolkata_A5E72B18D37BBEF06CBB584918CB9BF2.htm,Honda,2,7.5,10.585,5000,Petrol,Individual,88.7,Manual,First Owner,17.5,1199,FWD,5,5
883,Wagon R VXI BS IV,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Kolkata_25D4129C4F538A3A36384897FD8CA87E.htm,Maruti,5,3.1,6.1899999999999995,43474,Petrol,Individual,67.04,Manual,Second Owner,20.51,998,FWD,5,5
884,Corolla Altis 1.8 J,/used-car-details/used-Toyota-Corolla-Altis-2010-2013-1.8-J-cars-Kolkata_BE50994BA738EB21AE5653AE4133B9A2.htm,Toyota,11,2.3,6.2073,40000,Petrol,Individual,138.0,Manual,Second Owner,14.53,1798,FWD,5,6
885,Sumo Gold GX,/used-car-details/used-Tata-Sumo-Gold-GX-cars-Kolkata_64A7CC0DBE593C1A3F3FD3C44F3A7D96.htm,Tata,6,3.74,10.0937,142000,Diesel,Individual,83.83,Manual,First Owner,15.3,2956,RWD,7,5
886,Ertiga ZXI Plus Petrol,/used-car-details/used-Maruti-Ertiga-ZXI-Plus-Petrol-cars-Kolkata_CE11EF4AE2C32D7440D9E0B45580F485.htm,Maruti,2,8.7,10.26,25000,Petrol,Dealer,103.0,Manual,First Owner,19.34,1462,2WD,7,5
887,Zen Estilo VXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIII-cars-Kolkata_0519DF2AC5C6DC7A64624378E338FB29.htm,Maruti,14,0.9,2.429,40000,Petrol,Dealer,67.1,Manual,First Owner,18.2,998,FWD,5,5
888,A6 2.7 TDI,/used-car-details/used-Audi-A6-2009-2011-2.7-TDI-cars-Kolkata_E6983BEA3B38A82FD75BF4DF3ED63CF8.htm,Audi,10,9.95,26.8534,54000,Diesel,Dealer,179.5,Automatic,First Owner,12.4,2698,FWD,5,6
889,Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_D4933952FDE510CD8B4AA439E7076B10.htm,Maruti,11,1.49,4.0213,44000,Petrol,Dealer,46.3,Manual,First Owner,19.7,796,FWD,5,5
890,Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_4F50ABF91F00B377397C7D19375BFFE3.htm,Maruti,10,1.6,4.3181,25000,Petrol,Individual,67.1,Manual,First Owner,20.92,998,FWD,5,5
891,Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_5E79119535B14B614D677E3B0F362C98.htm,Maruti,6,5.0,13.4942,15000,Diesel,Individual,74.0,Manual,First Owner,26.59,1248,FWD,5,5
892,Cruze LTZ,/used-car-details/used-Chevrolet-Cruze-LTZ-cars-Kolkata_7AD6EAD7F7D540B0AC858D1AE9E36EC2.htm,Chevrolet,9,3.45,9.311,47000,Diesel,Dealer,163.7,Manual,First Owner,17.9,1998,FWD,5,6
893,i20 Magna 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Magna-1.2-cars-Kolkata_50E7385C7F713934D49BC728A20F53CE.htm,Hyundai,6,4.45,10.18,40000,Petrol,Dealer,81.83,Manual,First Owner,18.6,1197,FWD,5,5
894,Seltos HTX Plus D,/used-car-details/used-Kia-Seltos-HTX-Plus-D-cars-Kolkata_A88604260D717BFD7BC4BC1CF0484DFE.htm,Kia,1,13.0,15.665,21000,Diesel,Dealer,113.42,Manual,First Owner,20.8,1493,2WD,5,6
895,Pajero Sport 4X4 DualTone BlackTop,/used-car-details/used-Mitsubishi-Pajero-Sport-4X4-DualTone-BlackTop-cars-Kolkata_2F9E9717C214DA23413DFE95833893B8.htm,Mitsubishi,4,15.0,40.4826,139369,Diesel,Dealer,175.56,Manual,First Owner,13.5,2477,4WD,7,5
896,City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_8A9DA4011F96CB4074C4E0F5908D37B3.htm,Honda,12,2.75,14.545000000000002,57808,Petrol,Dealer,118.0,Manual,First Owner,17.0,1497,FWD,5,5
897,Jazz 1.2 S i VTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.2-S-i-VTEC-cars-Kolkata_33992640CE49834F3C492E6E59DABC10.htm,Honda,4,4.3,9.825,32000,Petrol,Dealer,88.7,Manual,First Owner,18.7,1199,FWD,5,5
898,i20 1.2 Spotz,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Spotz-cars-Kolkata_7834AF753BC977DF6D4F10FF7556A046.htm,Hyundai,3,5.8,10.18,13000,Petrol,Dealer,81.83,Manual,First Owner,18.6,1197,FWD,5,5
899,XUV500 W10 2WD,/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Kolkata_C6D41B070FD534E4F4A69877BC735D7A.htm,Mahindra,5,9.5,20.52,75000,Diesel,Dealer,140.0,Manual,First Owner,16.0,2179,FWD,7,6
900,Versa DX2 8-SEATER BSIII TWIN A/C,/used-car-details/used-Maruti-Versa-DX2-8-SEATER-BSIII-TWIN-A/C-cars-Kolkata_586332E3127C346DCEA85F665755F2C0.htm,Maruti,16,1.55,4.1832,46000,Petrol,Dealer,83.1,Manual,First Owner,11.3,1298,,8,5
901,XUV500 W8 AWD,/used-car-details/used-Mahindra-XUV500-2011-2015-W8-AWD-cars-Kolkata_0E773499EE1F4919DBA37E9003BB9F11.htm,Mahindra,8,6.3,20.52,78423,Diesel,Individual,140.0,Manual,Second Owner,15.1,2179,AWD,7,6
902,EON 1.0 Magna Plus Option O,/used-car-details/used-Hyundai-EON-1.0-Magna-Plus-Option-O-cars-Kolkata_A26FB94744556E693E8D3B5649F1B99B.htm,Hyundai,7,2.1,5.6676,38161,Petrol,Dealer,68.05,Manual,First Owner,20.3,998,FWD,5,5
903,Q3 35 TDI Quattro Premium Plus,/used-car-details/used-Audi-Q3-35-TDI-Quattro-Premium-Plus-cars-Kolkata_261233B81A185AAD479EF9F3E901589B.htm,Audi,6,16.99,45.8532,55000,Diesel,Dealer,181.0,Automatic,First Owner,15.17,1968,AWD,5,7
904,i20 Sportz Plus BSIV,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Sportz-Plus-BSIV-cars-Kolkata_3844CBF931AB7AEB4060752FCA8FBB36.htm,Hyundai,2,6.8,10.18,20000,Petrol,Dealer,81.86,Manual,First Owner,18.6,1197,FWD,5,5
905,Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_B6C0836CF504A1FA146B3860D607F456.htm,Maruti,15,0.85,2.294,68000,Petrol,Dealer,46.3,Manual,Second Owner,19.7,796,FWD,5,5
906,City i DTec SV,/used-car-details/used-Honda-City-2015-2017-i-DTec-SV-cars-Kolkata_4F8E7160557CF8A1D7616621489EC8F2.htm,Honda,5,6.0,15.54,57057,Diesel,Dealer,98.6,Manual,First Owner,26.0,1498,FWD,5,6
907,City i VTEC S,/used-car-details/used-Honda-City-2014-2015-i-VTEC-S-cars-Kolkata_5F0C9D3DF82290ECCD4AEAD1CB48B7A0.htm,Honda,9,3.2,14.545000000000002,50000,Petrol,Dealer,117.3,Manual,First Owner,17.4,1497,FWD,5,5
908,Marazzo M6 8Str,/used-car-details/used-Mahindra-Marazzo-M6-8Str-cars-Kolkata_A4183312CE964BAE671EFB97F8EBFFF9.htm,Mahindra,1,10.99,15.239999999999998,15000,Diesel,Dealer,121.0,Manual,First Owner,17.3,1497,FWD,8,6
909,Grand i10 Sportz,/used-car-details/used-Hyundai-Grand-i10-2016-2017-Sportz-cars-Kolkata_7F7CA795270D7BB9739E6B4DCEA4DCAD.htm,Hyundai,6,3.85,10.3905,30000,Petrol,Dealer,82.0,Manual,First Owner,18.9,1197,FWD,5,5
910,Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_18BADD1C01013CDF0EDA910A98E4988D.htm,Maruti,12,1.85,6.1899999999999995,55000,Petrol,Dealer,67.05,Manual,Second Owner,21.79,998,FWD,5,5
911,Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_ACEAF350E6DD2F036CC53755C6125F02.htm,Maruti,10,1.79,4.8309,38256,Petrol,Dealer,67.1,Manual,First Owner,20.92,998,FWD,5,5
912,Baleno 1.2 Delta,/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Kolkata_5E85DFE16D3600D80E8BE66EAB45AEFC.htm,Maruti,5,4.69,8.6,38256,Petrol,Dealer,83.1,Manual,First Owner,21.4,1197,FWD,5,5
913,City V MT,/used-car-details/used-Honda-City-2011-2013-V-MT-cars-Kolkata_18345652B3CDD873CA68CEAFEC11BB92.htm,Honda,7,5.35,14.545000000000002,27200,Petrol,Dealer,116.3,Manual,First Owner,16.8,1497,FWD,5,5
914,NuvoSport N8,/used-car-details/used-Mahindra-NuvoSport-N8-cars-Kolkata_0991CCCDE5137E11183EB468741EA0F9.htm,Mahindra,5,3.49,9.4189,85000,Diesel,Dealer,100.0,Manual,First Owner,17.45,1493,RWD,7,5
915,E-Class Exclusive E 220d,/used-car-details/used-Mercedes-Benz-E-Class-2017-2021-Exclusive-E-220d-cars-Kolkata_926DE31F8951EF60A57F6EE52390BA2C.htm,Mercedes-Benz,4,38.0,82.2,19260,Diesel,Dealer,191.7,Automatic,First Owner,16.1,1950,RWD,5,9
916,City i-VTEC SV,/used-car-details/used-Honda-City-2017-2020-i-VTEC-SV-cars-Kolkata_69848104EF7AE2EB6A8C1F74CA31A693.htm,Honda,3,7.5,14.545000000000002,28000,Petrol,Dealer,117.6,Manual,First Owner,17.4,1497,FWD,5,5
917,Swift LDI BSIV,/used-car-details/used-Maruti-Swift-2014-2021-LDI-BSIV-cars-Kolkata_9FDD3005CAA4E2289402ECC18B1E063B.htm,Maruti,6,4.0,10.7953,45045,Diesel,Dealer,74.0,Manual,First Owner,25.2,1248,FWD,5,5
918,Esteem Vxi - BSII,/used-car-details/used-Maruti-Esteem-Vxi---BSII-cars-Kolkata_A87A57EBF243707DE3EDEC64877F9E13.htm,Maruti,16,1.0,2.6988,100000,Petrol,Individual,97.0140904669263,Manual,Second Owner,15.9,1298,,5,5
919,EON Magna Plus,/used-car-details/used-Hyundai-EON-Magna-Plus-cars-Kolkata_056A36BB93F672CE9875B63C008652A5.htm,Hyundai,3,3.1,8.3664,12000,Petrol,Dealer,55.2,Manual,First Owner,21.1,814,FWD,5,5
920,Ecosport 1.5 Diesel Titanium Plus BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-Plus-BSIV-cars-Kolkata_6223F014600541F81B891F3B1A7CC57E.htm,Ford,4,6.75,11.684999999999999,44000,Diesel,Dealer,98.96,Manual,First Owner,23.0,1498,FWD,5,5
921,i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_4F86FEF16D5E6534653CEFC499DBC0FA.htm,Hyundai,7,2.95,7.9616,40000,Petrol,Dealer,78.9,Manual,First Owner,20.36,1197,FWD,5,5
922,Cedia Sports,/used-car-details/used-Mitsubishi-Cedia-Sports-cars-Kolkata_D3CB75033EA95CCDB469CAAB895D3966.htm,Mitsubishi,14,1.85,4.9928,49000,Petrol,Dealer,114.0,Manual,First Owner,13.17,1999,FWD,5,5
923,i10 Era,/used-car-details/used-Hyundai-i10-Era-cars-Kolkata_1AA9391B6C583E82082E7414D6E388F2.htm,Hyundai,6,2.5,6.7471,146000,Petrol,Individual,68.05,Manual,First Owner,19.81,1086,FWD,5,5
924,Alto LX,/used-car-details/used-Maruti-Alto-LX-cars-Kolkata_28C754FD28FC30B5F9FC2D03A07F349D.htm,Maruti,14,1.5,4.0483,70828,Petrol,Individual,46.3,Manual,First Owner,19.7,796,2WD,5,5
925,Etios GD,/used-car-details/used-Toyota-Etios-2014-2016-GD-cars-Kolkata_805523858A2317756EB2BA43AAC0AA6A.htm,Toyota,7,3.35,9.0411,64000,Diesel,Dealer,67.05,Manual,First Owner,23.59,1364,FWD,5,5
926,Lodgy Stepway 110PS RXZ 8S,/used-car-details/used-Renault-Lodgy-Stepway-110PS-RXZ-8S-cars-Kolkata_A8C51E3E41772DC6A5155DB1B97B30EC.htm,Renault,2,7.5,20.2413,23023,Diesel,Dealer,108.5,Manual,First Owner,19.98,1461,FWD,8,6
927,SX4 S Cross Alpha DDiS 200 SH,/used-car-details/used-Maruti-S-Cross-2017-2020-Alpha-DDiS-200-SH-cars-Kolkata_A7A049F6695D49AD7374C876B05AD47D.htm,Maruti,3,8.5,22.9401,65000,Diesel,Dealer,88.5,Manual,First Owner,25.1,1248,FWD,5,5
928,i20 Asta Option 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Asta-Option-1.2-cars-Kolkata_46D4F7CB8997A7C71E8A35538EE4BB4D.htm,Hyundai,6,4.5,10.18,42000,Petrol,Dealer,81.83,Manual,Second Owner,18.6,1197,FWD,5,5
929,Swift VDI BSIV,/used-car-details/used-Maruti-Swift-2004-2011-VDI-BSIV-cars-Kolkata_67793BF0D57171E0B490787A0167564C.htm,Maruti,11,2.4,6.4772,64855,Diesel,Individual,97.0140904669263,Manual,First Owner,17.8,1248,,5,5
930,Micra Diesel XV,/used-car-details/used-Nissan-Micra-2010-2012-Diesel-XV-cars-Kolkata_641B492B9F4756AF5630A58FBD6F623B.htm,Nissan,10,2.65,7.1519,48055,Diesel,Dealer,63.1,Manual,First Owner,23.08,1461,Two Whhel Drive,5,5
931,Zen Estilo 1.1 LXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-1.1-LXI-BSIII-cars-Kolkata_8F9496ACBCD6587D9A5834210C247C66.htm,Maruti,13,1.45,3.9133,46728,Petrol,Dealer,64.0,Manual,First Owner,18.2,1061,2WD,5,5
932,Aveo 1.4 LS BSIV,/used-car-details/used-Chevrolet-Aveo-1.4-LS-BSIV-cars-Kolkata_EF81354D8A691D480A1F17FBE3B6D87E.htm,Chevrolet,11,1.99,5.3707,37256,Petrol,Dealer,92.7,Manual,First Owner,14.49,1399,FWD,5,5
933,EcoSport 1.5 Ti VCT MT Ambiente,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-Ti-VCT-MT-Ambiente-cars-Kolkata_50F7A436F0589A386F65C27B7E2A35B5.htm,Ford,7,5.5,11.125,19250,Petrol,Dealer,110.0,Manual,First Owner,15.8,1499,FWD,5,5
934,Accord 2.4 A/T,/used-car-details/used-Honda-New-Accord-2011-2014-2.4-A/T-cars-Kolkata_5F1E1136E27C42A10EA2A8A62C8E0594.htm,Honda,10,5.25,14.1689,47000,Petrol,Dealer,177.6,Automatic,First Owner,11.7,2354,FWD,5,5
935,KWID RXT,/used-car-details/used-Renault-KWID-2015-2019-RXT-cars-Kolkata_E0451F4267F168573647086E34859A83.htm,Renault,3,3.5,4.995,10000,Petrol,Individual,53.3,Manual,First Owner,25.17,799,FWD,5,5
936,Swift Dzire 1.2 Vxi BSIV,/used-car-details/used-Maruti-Swift-Dzire-2008-1.2-Vxi-BSIV-cars-Kolkata_C4C6518D82CCB6401CCF5123E287245D.htm,Maruti,11,2.2,8.34,90000,Petrol,Individual,85.8,Manual,Second Owner,17.5,1197,2 WD,5,5
