,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
78,Ford Figo Diesel Celebration Edition,/used-car-details/used-Ford-Figo-2012-2015-Diesel-Celebration-Edition-cars-Kolkata_2CE464F180E8921F12B44EDA779F80C2.htm,2013,1.99 Lakh*,Rs.  9.01-9.50 Lakh*,"37,000 kms",Diesel,Individual,68.1bhp@4000rpm,Manual,First Owner,20.0 kmpl,1399 CC,FWD,5,5 Speed
79,Nissan Sunny Diesel XV,/used-car-details/used-Nissan-Sunny-2011-2013-Diesel-XV-cars-Kolkata_D71261B7BA98D24CBA0884DC8A565277.htm,2014,3.69 Lakh*,,"37,452 kms",Diesel,Dealer,84.8bhp@3750rpm,Manual,First Owner,21.64 kmpl,1461 CC,FWD,5,5 Speed
80,Honda City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_AF7FC41BE57F80FCE2442BF33E50FE52.htm,2010,2.7 Lakh*,Rs.  12.47-16.62 Lakh*,"70,000 kms",Petrol,Individual,"118PS at 6,600 rpm",Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
81,Honda City i DTec VX Option,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-Option-cars-Kolkata_DFFF5894FADB13382DF6D192C412D568.htm,2015,6.5 Lakh*,Rs.  14.24-16.84 Lakh*,"48,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
82,Volkswagen Vento 1.5 TDI Highline,/used-car-details/used-Volkswagen-Vento-2015-2019-1.5-TDI-Highline-cars-Kolkata_0A0BD292F8380DCE64FFC390C3FE7E39.htm,2015,4.7 Lakh*,,"60,000 kms",Diesel,Dealer,108.6bhp@4000rpm,Manual,First Owner,22.27 kmpl,1498 CC,FWD,5,5 Speed
83,Porsche Boxster S,/used-car-details/used-Porsche-Boxster-S-cars-Kolkata_F2FF4B1BA36AB34DD70BA8E4F409DBB8.htm,2014,65 Lakh*,,"26,898 kms",Petrol,Dealer,315bhp@6700rpm,Manual,First Owner,14.08 kmpl,3436 CC,RWD,2,6 Speed
84,Volkswagen Jetta 2.0 TDI Trendline,/used-car-details/used-Volkswagen-Jetta-2007-2011-2.0-TDI-Trendline-cars-Kolkata_37F016EC4B545E26A951E88120038D04.htm,2010,2.65 Lakh*,,"79,000 kms",Diesel,Dealer,"105 @ 4,000 (PS@rpm)",Manual,First Owner,15.0 kmpl,1896 CC,,5,5 Speed
85,Toyota Corolla Altis G,/used-car-details/used-Toyota-Corolla-Altis-2010-2013-G-cars-Kolkata_8B78CC7F3B144E7A1BC237A4C12717EF.htm,2010,3.25 Lakh*,,"50,000 kms",Petrol,Dealer,138.1bhp@6400rpm,Manual,First Owner,14.53 kmpl,1798 CC,FWD,5,6 Speed 
86,Chevrolet Aveo 1.4 LS,/used-car-details/used-Chevrolet-Aveo-1.4-LS-cars-Kolkata_C55205B2CD7F9675AD22ED6D19A6BD90.htm,2007,1.49 Lakh*,,"39,586 kms",Petrol,Dealer,92.7bhp@6200rpm,Manual,First Owner,14.49 kmpl,1399 CC,FWD,5,5 Speed
87,BMW X1 sDrive 20d xLine,/used-car-details/used-BMW-X1-2015-2020-sDrive-20d-xLine-cars-Kolkata_4274F886E00CC78704C877D26CA54881.htm,2017,24.99 Lakh*,Rs.  47.94 Lakh*,"40,001 kms",Diesel,Dealer,188bhp@4000rpm,Automatic,First Owner,20.68 kmpl,1995 CC,FWD,5,8 Speed
88,Volkswagen Ameo 1.2 MPI Highline Plus,/used-car-details/used-Volkswagen-Ameo-1.2-MPI-Highline-Plus-cars-Kolkata_467C66EB2DA6BA784206B698D17E4C39.htm,2019,5.75 Lakh*,,"21,000 kms",Petrol,Dealer,73.75bhp@5400rpm,Manual,First Owner,17.0 kmpl,1198 CC,FWD,5,5 Speed
89,Mahindra Bolero Power Plus Plus AC BSIV PS,/used-car-details/used-Mahindra-Bolero-Power-Plus-Plus-AC-BSIV-PS-cars-Kolkata_410CC6594C9EC0A4BFA6B3E14526C6B4.htm,2015,5.5 Lakh*,,"1,20,000 kms",Diesel,Individual,63bhp@3200rpm,Manual,Second Owner,15.96 kmpl,2523 CC,RWD,9,5 Speed
90,Honda City GXi,/used-car-details/used-Honda-City-ZX-2005-2008-GXi-cars-Kolkata_3BCFB4C1E0EA54D3C937D411DB198E76.htm,2008,2.2 Lakh*,Rs.  12.47-16.62 Lakh*,"46,255 kms",Petrol,Dealer,"78 @ 5,500 (PS@rpm)",Manual,First Owner,17.7 kmpl,1497 CC,,5,5 Speed
91,Hyundai Xcent 1.2 VTVT SX,/used-car-details/used-Hyundai-Xcent-1.2-VTVT-SX-cars-Kolkata_DDA33A85ACB0A1D9E7EC71166A90E5C5.htm,2018,4.99 Lakh*,,"79,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,20.14 kmpl,1197 CC,FWD,5,5 Speed
92,Maruti Omni E MPI STD BSIV,/used-car-details/used-Maruti-Omni-E-MPI-STD-BSIV-cars-Kolkata_5C32662D3AA3ECE646C280B361A6256D.htm,2016,2.75 Lakh*,,"46,000 kms",Petrol,Dealer,34.2bhp@5000rpm,Manual,First Owner,16.8 kmpl,796 CC,RWD,8,4 Speed
93,Hyundai Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-2016-2017-Magna-cars-Kolkata_489EAED27204DEFC0A2D04E0022F2E8C.htm,2016,4 Lakh*,,"28,215 kms",Petrol,Dealer,82bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
94,Ford Figo Diesel ZXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-ZXI-cars-Kolkata_C63335378A1C900F24158DCB5DE937E8.htm,2010,1.45 Lakh*,Rs.  9.01-9.50 Lakh*,"80,000 kms",Diesel,Individual,68bhp@4000rpm,Manual,Fourth & Above Owner,20.0 kmpl,1399 CC,Front Wheel Drive,5,5 Speed
95,Chevrolet Tavera 2 LS B3,/used-car-details/used-Chevrolet-Tavera-Neo-2-LS-B3-cars-Kolkata_CEBB49412AE274F83323BF3C09775D44.htm,2007,1.65 Lakh*,,"80,000 kms",Diesel,Dealer,"80 @ 3,900 (PS@rpm)",Manual,Second Owner,14.8 kmpl,2499 CC,,7,5 Speed
96,Maruti Zen Estilo VXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIII-cars-Kolkata_F224C9DE4A10BD15424DAEB1D7423F58.htm,2008,1 Lakh*,,"90,000 kms",Petrol,Individual,67.1bhp@6200rpm,Manual,First Owner,18.2 kmpl,998 CC,FWD,5,5 Speed
97,Maruti Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_BD15DA7ACB7F6F390515B50BCDC77FC2.htm,2011,1.55 Lakh*,,"50,000 kms",Petrol,Individual,46.3bhp@6200rpm,Manual,First Owner,19.7 kmpl,796 CC,FWD,5,5 Speed
98,Hyundai i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.4-CRDi-cars-Kolkata_2F92CB9F253F8533E2C2A3077E4F182F.htm,2016,4.5 Lakh*,Rs.  9.12-12.03 Lakh*,"20,000 kms",Diesel,Individual,88.73bhp@4000rpm,Manual,Second Owner,22.54 kmpl,1396 CC,FWD,5,6 Speed
99,Land Rover Range Rover Evoque 2.2L Prestige,/used-car-details/used-Land-Rover-Range-Rover-Evoque-2011-2014-2.2L-Prestige-cars-Kolkata_631F3F6461F710CE5320E2B427065107.htm,2012,21.99 Lakh*,Rs.  75.85 Lakh*,"46,300 kms",Diesel,Dealer,187.7bhp@5200rpm,Automatic,First Owner,12.7 kmpl,2179 CC,4WD,5,9 Speed
100,Tata New Safari DICOR 2.2 EX 4x2,/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-EX-4x2-cars-Kolkata_A9AB958FC1A422ADFA65BFAC91B1438C.htm,2012,3.5 Lakh*,Rs.  16.84-24.46 Lakh*,"80,000 kms",Diesel,Individual,138.1bhp@4000rpm,Manual,First Owner,11.57 kmpl,2179 CC,FWD,7,5 Speed
101,Hyundai EON Sportz,/used-car-details/used-Hyundai-EON-Sportz-cars-Kolkata_181A7EDCF5A35FC5A66C744D058738BC.htm,2017,2.66 Lakh*,,"27,500 kms",Petrol,Dealer,55.2bhp@5500rpm,Manual,Second Owner,21.1 kmpl,814 CC,FWD,5,5 Speed
102,Maruti A-Star Zxi,/used-car-details/used-Maruti-A-Star-Zxi-cars-Kolkata_FB26E51E22BCDFB51BC4706994E608B2.htm,2010,2 Lakh*,,"42,000 kms",Petrol,Dealer,66.1bhp@6200rpm,Manual,First Owner,19.0 kmpl,998 CC,FWD,5,5 Speed
103,Hyundai i20 Active SX Diesel,/used-car-details/used-Hyundai-i20-Active-SX-Diesel-cars-Kolkata_1218DC7DB33885D2B00342514A02AB5E.htm,2016,5.75 Lakh*,,"42,000 kms",Diesel,Dealer,88.76bhp@4000rpm,Manual,First Owner,21.19 kmpl,1396 CC,FWD,5,6 Speed
104,Chevrolet Cruze LTZ,/used-car-details/used-Chevrolet-Cruze-2010-2011-LTZ-cars-Kolkata_4EABC2820EFE27ABB9756532EB00A1B0.htm,2011,3.2 Lakh*,,"50,000 kms",Diesel,Individual,147.9bhp@4000rpm,Manual,Second Owner,18.3 kmpl,1991 CC,,5,5 Speed
105,Hyundai i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-i20-2012-2014-Sportz-1.4-CRDi-cars-Kolkata_0B187DB286D3BFE284E0681C6334FD06.htm,2014,3.25 Lakh*,Rs.  9.12-12.03 Lakh*,"65,000 kms",Diesel,Dealer,88.76bhp@4000rpm,Manual,First Owner,21.9 kmpl,1396 CC,FWD,5,6 Speed
106,Mahindra Bolero Power Plus SLX,/used-car-details/used-Mahindra-Bolero-Power-Plus-SLX-cars-Kolkata_2244B88C747640C2E89E5099963D11BA.htm,2018,7.5 Lakh*,,"90,000 kms",Diesel,Individual,70bhp@3600rpm,Manual,First Owner,16.5 kmpl,1493 CC,RWD,7,5 Speed
107,Toyota Etios VXD,/used-car-details/used-Toyota-Etios-2010-2012-VXD-cars-Kolkata_4AF5D14ECBE33EC16BA21192FEEEFE7D.htm,2012,3.6 Lakh*,,"70,000 kms",Diesel,Individual,67.1bhp@3800rpm,Manual,Second Owner,23.59 kmpl,1364 CC,FWD,5,5 Speed
108,Tata Zest Quadrajet 1.3 75PS XE,/used-car-details/used-Tata-Zest-Quadrajet-1.3-75PS-XE-cars-Kolkata_4EA58E54721526099F98D68F405D1311.htm,2017,2.8 Lakh*,,"70,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,First Owner,22.95 kmpl,1248 CC,FWD,5,5 Speed
109,Hyundai Verna 1.6 SX VTVT AT,/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-AT-cars-Kolkata_714E7380F5BE5E5518A79D9DB191402E.htm,2014,4.6 Lakh*,Rs.  10.30-15.71 Lakh*,"38,000 kms",Petrol,Dealer,121.3bhp@6300rpm,Automatic,First Owner,15.74 kmpl,1591 CC,FWD,5,4 Speed
110,Hyundai Verna Transform VTVT,/used-car-details/used-Hyundai-Verna-2010-2011-Transform-VTVT-cars-Kolkata_94A2739AF4D9D06FBD34B737798B76EB.htm,2011,2.24 Lakh*,Rs.  10.30-15.71 Lakh*,"45,000 kms",Petrol,Dealer,103.2 PS at 5500 RPM,Manual,First Owner,16.2 kmpl,1599 CC,Two Wheel Drive,5,Five Speed Manual Transmission
111,BMW X5 3.0d,/used-car-details/used-BMW-X5-2007-2013-3.0d-cars-Kolkata_268CA25B57023E14F5D7676C52FBAEE9.htm,2008,7.99 Lakh*,Rs.  85.08-96.61 Lakh*,"71,735 kms",Diesel,Dealer,"235 @ 4,000 (PS@rpm)",Automatic,First Owner,11.0 kmpl,2993 CC,AWD,5,6 Speed
112,Volkswagen Polo 1.5 TDI Trendline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.5-TDI-Trendline-cars-Kolkata_62DCF556CADAC669C2B9E0C4C20C8A9E.htm,2016,3.5 Lakh*,,"67,067 kms",Diesel,Dealer,88bhp@4200rpm,Manual,First Owner,20.14 kmpl,1498 CC,FWD,5,5 Speed
113,Hyundai Verna 1.4 VTVT,/used-car-details/used-Hyundai-Verna-2011-2014-1.4-VTVT-cars-Kolkata_065B032AA712839D21AAABA960B37CD7.htm,2014,4.25 Lakh*,Rs.  10.30-15.71 Lakh*,"42,000 kms",Petrol,Dealer,105.5bhp@6300rpm,Manual,First Owner,17.43 kmpl,1396 CC,FWD,5,5 Speed
114,Maruti Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_9C6D23522B558BD77A6312A867CBA92F.htm,2015,4.5 Lakh*,,"37,000 kms",Diesel,Dealer,74bhp@4000rpm,Manual,First Owner,26.59 kmpl,1248 CC,FWD,5,5 Speed
115,Maruti Wagon R ZXI 1.2,/used-car-details/used-Maruti-Wagon-R-ZXI-1.2-cars-Kolkata_E9268FB7A1DB8E91A474069990A341CB.htm,2019,5.25 Lakh*,Rs.  5.33-7.05 Lakh*,"12,000 kms",Petrol,Dealer,81.80bhp@6000rpm,Manual,First Owner,20.52 kmpl,1197 CC,FWD,5,5 Speed
116,Chevrolet Beat LT,/used-car-details/used-Chevrolet-Beat-2014-2016-LT-cars-Kolkata_AD94A03B36E2A6C6EF5E1D39AD32E858.htm,2015,2 Lakh*,,"16,300 kms",Petrol,Individual,76.8bhp@6200rpm,Manual,First Owner,18.6 kmpl,1199 CC,FWD,5,5 Speed
117,Maruti Wagon R VXI BS IV,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Kolkata_F4F0AA98EF8B4FBCE8D273E6F9749AEF.htm,2016,3.65 Lakh*,Rs.  5.33-7.05 Lakh*,"25,000 kms",Petrol,Individual,67.04bhp@6200rpm,Manual,First Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
118,Hyundai Verna 1.4 CRDi,/used-car-details/used-Hyundai-Verna-2011-2014-1.4-CRDi-cars-Kolkata_30C3A7239B45E89B4D5B1C0255E4A1EE.htm,2012,3.5 Lakh*,Rs.  12.08-16.99 Lakh*,"52,379 kms",Diesel,Dealer,88.7bhp@4000rpm,Manual,First Owner,24.8 kmpl,1396 CC,FWD,5,6 Speed
119,Hyundai i20 1.2 Spotz,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Spotz-cars-Kolkata_DABD0315B8D56C3524A18B1C384515D8.htm,2018,6.15 Lakh*,Rs.  7.69-12.67 Lakh*,"15,000 kms",Petrol,Individual,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
120,Hyundai Aura SX Option,/used-car-details/used-Hyundai-Aura-SX-Option-cars-Kolkata_55A8381FE15A3016FCB1B91E509422F2.htm,2020,8 Lakh*,Rs.  6.69-9.62 Lakh*,"15,000 kms",Petrol,Individual,81.86bhp@6000rpm,Manual,First Owner,20.5 kmpl,1197 CC,FWD,5,5 Speed
121,Nissan Sunny Diesel XV,/used-car-details/used-Nissan-Sunny-2011-2013-Diesel-XV-cars-Kolkata_719E16E6D9EA6BE718E9399DC741199D.htm,2012,2.8 Lakh*,,"32,000 kms",Diesel,Individual,84.8bhp@3750rpm,Manual,First Owner,21.64 kmpl,1461 CC,FWD,5,5 Speed
122,BMW X3 xDrive20d,/used-car-details/used-BMW-X3-2011-2013-xDrive20d-cars-Kolkata_CA876B1D58787B9404371801805A9765.htm,2012,14.95 Lakh*,Rs.  70.89 Lakh*,"42,000 kms",Diesel,Dealer,184bhp@4000rpm,Automatic,First Owner,16.09 kmpl,1995 CC,4WD,5,8 Speed
123,Hyundai i10 Sportz,/used-car-details/used-Hyundai-i10-Sportz-cars-Kolkata_67BF545A265CE96D9E78461F57560156.htm,2010,2.15 Lakh*,,"49,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,Second Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
124,Hyundai EON 1.0 Era Plus,/used-car-details/used-Hyundai-EON-1.0-Era-Plus-cars-Kolkata_D03B0A105B26A0C27A3BA2DA714AFFD7.htm,2017,3.5 Lakh*,,"6,160 kms",Petrol,Individual,68.05bhp@6200rpm,Manual,First Owner,20.3 kmpl,998 CC,FWD,5,5 Speed
125,Audi A4 2.0 TDI,/used-car-details/used-Audi-A4-2.0-TDI-cars-Kolkata_BEEADE7E5BAFC8B37536997FAABD4861.htm,2011,8.59 Lakh*,,"34,000 kms",Diesel,Dealer,147.51bhp@4200rpm,Automatic,First Owner,16.55 kmpl,1968 CC,FWD,5,7 Speed
126,Mahindra KUV 100 mFALCON G80 K6 Plus,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-G80-K6-Plus-cars-Kolkata_275BCEAF6764D49723BFFEFE822B7A8D.htm,2016,3.7 Lakh*,Rs.  7.27-9.07 Lakh*,"66,264 kms",Petrol,Dealer,82bhp@5500rpm,Manual,First Owner,18.15 kmpl,1198 CC,FWD,6,5 Speed
127,Honda Mobilio S i-DTEC,/used-car-details/used-Honda-Mobilio-S-i-DTEC-cars-Kolkata_F486A70AAB5C8873516E9562547C325E.htm,2014,4.89 Lakh*,,"39,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,24.2 kmpl,1498 CC,FWD,7,5 Speed
128,Volkswagen Polo Diesel Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Comfortline-1.2L-cars-Kolkata_8D7E8A2DBB7F01CE3E394E01BD003392.htm,2012,3.24 Lakh*,,"59,000 kms",Diesel,Dealer,73.9bhp@4200rpm,Manual,First Owner,22.07 kmpl,1199 CC,FWD,5,5 Speed
129,Hyundai Santro Xing GL,/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Kolkata_3912B9708AA6E847ED5B1F0363C2D454.htm,2011,1.85 Lakh*,,"53,000 kms",Petrol,Dealer,62bhp@5500rpm,Manual,First Owner,0.0 kmpl,1086 CC,,5,5 Speed
130,Honda WR-V i-VTEC VX,/used-car-details/used-Honda-WRV-2017-2020-i-VTEC-VX-cars-Kolkata_7149376E46749CD3CD6CEBC017155BF7.htm,2020,9 Lakh*,Rs.  9.91-11.26 Lakh*,"7,000 kms",Petrol,Individual,88.7bhp@6000rpm,Manual,First Owner,17.5 kmpl,1199 CC,FWD,5,5 Speed
131,Hyundai Xcent 1.1 CRDi Base,/used-car-details/used-Hyundai-Xcent-2014-2016-1.1-CRDi-Base-cars-Kolkata_DD3D1198B731E64A9D83501E35A85D4B.htm,2015,2.7 Lakh*,,"50,000 kms",Diesel,Individual,71bhp@4000rpm,Manual,First Owner,24.4 kmpl,1120 CC,FWD ,5,5 Speed 
132,Jaguar XF 3.0 Litre S Premium Luxury,/used-car-details/used-Jaguar-XF-3.0-Litre-S-Premium-Luxury-cars-Kolkata_D9AAE952CA21E85B8D7BD5E87287220C.htm,2012,12.99 Lakh*,,"72,000 kms",Diesel,Dealer,270.9bhp@4000rpm,Automatic,First Owner,14.74 kmpl,2993 CC,RWD,5,8 Speed
133,Hyundai i10 Magna 1.1L,/used-car-details/used-Hyundai-i10-Magna-1.1L-cars-Kolkata_D97B1488F70D4C6F06829E8A427CFE21.htm,2015,2.99 Lakh*,,"54,000 kms",Petrol,Dealer,68.05bhp@5500rpm,Manual,First Owner,19.81 kmpl,1086 CC,FWD,5,5 Speed
134,Maruti Wagon R Stingray VXI Optional,/used-car-details/used-Maruti-Wagon-R-Stingray-VXI-Optional-cars-Kolkata_63BEC414DD736E66F8C7DE98163AE46C.htm,2015,3.9 Lakh*,,"12,000 kms",Petrol,Dealer,67.04bhp@6200rpm,Manual,First Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
135,Maruti Swift Dzire 1.2 Vxi BSIV,/used-car-details/used-Maruti-Swift-Dzire-2008-1.2-Vxi-BSIV-cars-Kolkata_009FB22F6EF0F1D7F64F7E1376FC8D28.htm,2011,2.65 Lakh*,Rs.  6.67-10.01 Lakh*,"58,000 kms",Petrol,Dealer,85.8bhp@6000rpm,Manual,First Owner,17.5 kmpl,1197 CC,2 WD,5,5 Speed
136,Hyundai i20 Active 1.4 SX Dual Tone,/used-car-details/used-Hyundai-i20-Active-1.4-SX-Dual-Tone-cars-Kolkata_4391F896B0A6CF3640DF523821A12038.htm,2016,5.99 Lakh*,,"35,000 kms",Diesel,Dealer,88.73bhp@4000rpm,Manual,First Owner,21.19 kmpl,1396 CC,FWD,5,6 Speed
137,Toyota Innova 2.5 G4 Diesel 8-seater,/used-car-details/used-Toyota-Innova-2004-2011-2.5-G4-Diesel-8-seater-cars-Kolkata_65F895AE89408DBBDD62ED593C53CBF2.htm,2005,4.7 Lakh*,,"2,40,000 kms",Diesel,Individual,"102@3,600 (PS@rpm)",Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,,8,5 Speed
138,Mahindra XUV500 W6 2WD,/used-car-details/used-Mahindra-XUV500-2011-2015-W6-2WD-cars-Kolkata_54E1BF369EA624A7464B4801D1893132.htm,2016,8.5 Lakh*,Rs.  18.05-22.99 Lakh*,"55,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,15.1 kmpl,2179 CC,FWD,7,6 Speed 
139,Maruti Swift VXI,/used-car-details/used-Maruti-Swift-2011-2014-VXI-cars-Kolkata_55ADE503421BE255626FB9836CA96124.htm,2013,3.25 Lakh*,Rs.  6.48-9.50 Lakh*,"77,001 kms",Petrol,Dealer,85.8bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
140,BMW 3 Series 320d GT Luxury Line,/used-car-details/used-BMW-3-Series-2015-2019-320d-GT-Luxury-Line-cars-Kolkata_A50B6687D2B9C05753696EBAB9DCC4AD.htm,2015,22 Lakh*,Rs.  53.82-54.04 Lakh*,"44,010 kms",Diesel,Dealer,187.74bhp@4000rpm,Automatic,First Owner,19.59 kmpl,1995 CC,RWD,5,8 Speed
141,Hyundai Grand i10 Sportz Petrol BSIV,/used-car-details/used-Hyundai-Grand-i10-Sportz-Petrol-BSIV-cars-Kolkata_358BABCB5D4AA2BD145E56BDCC818E85.htm,2018,4.99 Lakh*,,"32,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
142,Maruti Wagon R VXI BSIII,/used-car-details/used-Maruti-Wagon-R-2010-2012-VXI-BSIII-cars-Kolkata_C277A48D976183686B6D2986C789E73B.htm,2009,1.75 Lakh*,Rs.  5.33-7.05 Lakh*,"52,000 kms",Petrol,Individual,67.1bhp@6200rpm,Manual,Second Owner,18.9 kmpl,998 CC,FWD,5,5 Speed
143,Hyundai Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-Magna-cars-Kolkata_BF75CF97C1EB376532DA5F096339B716.htm,2017,4.3 Lakh*,,"34,445 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
144,Honda Amaze E Diesel,/used-car-details/used-Honda-Amaze-E-Diesel-cars-Kolkata_86E282F082BE80C87C51E7EFCD8C877C.htm,2017,4.75 Lakh*,Rs. 9.61-12.41 Lakh* ,"43,000 kms",Diesel,Dealer,98.63bhp@3600rpm,Manual,First Owner,24.7 kmpl,1498 CC,FWD,5,5 Speed
145,Ford EcoSport 1.5 DV5 MT Titanium,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Kolkata_B86776B6E88DDAC18D0DAFF1C186DA0B.htm,2014,5.25 Lakh*,Rs.  10.11-13.26 Lakh*,"27,000 kms",Diesel,Dealer,89.84bhp@3750rpm,Manual,First Owner,22.7 kmpl,1498 CC,FWD,5,5 Speed
146,Hyundai Grand i10 AT Sportz,/used-car-details/used-Hyundai-Grand-i10-2013-2016-AT-Sportz-cars-Kolkata_B39E933BCA3264CF54D7124A482D9581.htm,2015,4.15 Lakh*,,"75,000 kms",Petrol,Individual,81.86bhp@6000rpm,Automatic,First Owner,18.9 kmpl,1197 CC,FWD,5,4 Speed
147,Hyundai Santro Xing GLS,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Kolkata_E0D6BBA3BCA7F6A05C6BED201C20DDD1.htm,2009,2 Lakh*,,"70,000 kms",Petrol,Individual,62.1bhp@5500rpm,Manual,Second Owner,17.92 kmpl,1086 CC,FWD,5,5 Speed
148,Toyota Innova 2.5 G4 Diesel 8-seater,/used-car-details/used-Toyota-Innova-2004-2011-2.5-G4-Diesel-8-seater-cars-Kolkata_6C313C3FA90FF8947D90844C89C38680.htm,2007,4.9 Lakh*,,"90,000 kms",Diesel,Individual,"102@3,600 (PS@rpm)",Manual,Second Owner,12.8 kmpl,2494 CC,,8,5 Speed
149,Maruti Wagon R LXI BS IV,/used-car-details/used-Maruti-Wagon-R-LXI-BS-IV-cars-Kolkata_83E0E2B6723720B4AAA8DD46F16E7E4B.htm,2015,2.89 Lakh*,Rs.  5.33-7.05 Lakh*,"24,508 kms",Petrol,Dealer,67.04bhp@6200rpm,Manual,First Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
150,Honda WR-V i-DTEC VX,/used-car-details/used-Honda-WRV-2017-2020-i-DTEC-VX-cars-Kolkata_B05C67C0B5DD53D3EF76D55B61191B60.htm,2017,7.25 Lakh*,Rs.  12.24-13.40 Lakh*,"30,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,25.5 kmpl,1498 CC,FWD,5,6 Speed
151,Ford EcoSport 1.5 DV5 MT Titanium,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Kolkata_6B4784790E0C7240B1997BCF286D9DFE.htm,2014,5.45 Lakh*,Rs.  10.11-13.26 Lakh*,"37,470 kms",Diesel,Dealer,89.84bhp@3750rpm,Manual,First Owner,22.7 kmpl,1498 CC,FWD,5,5 Speed
152,Toyota Innova Crysta 2.4 ZX MT BSIV,/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.4-ZX-MT-BSIV-cars-Kolkata_961C0CDE20DF23C95D3AAE4226E34C06.htm,2016,16.75 Lakh*,Rs.  19.76-27.98 Lakh*,"35,000 kms",Diesel,Dealer,147.8bhp@3400rpm,Manual,First Owner,13.68 kmpl,2393 CC,RWD,7,5 Speed
153,Maruti Wagon R AMT VXI,/used-car-details/used-Maruti-Wagon-R-AMT-VXI-cars-Kolkata_9EF68F0084EC86090E9F3A5104B06545.htm,2016,3.75 Lakh*,Rs.  5.33-7.05 Lakh*,"24,000 kms",Petrol,Dealer,67bhp@6000rpm,Automatic,First Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
154,Honda City 1.5 S MT,/used-car-details/used-Honda-City-2008-2011-1.5-S-MT-cars-Kolkata_CC653995BC83EF77527949DE73F15671.htm,2010,2.79 Lakh*,Rs. 12.47-16.62 Lakh* ,"50,000 kms",Petrol,Individual,"118PS at 6,600 rpm",Manual,Second Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
155,Maruti Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_6DB77AE0233F0FDE22FB33631348531D.htm,2006,1.05 Lakh*,,"42,830 kms",Petrol,Individual,46.3bhp@6200rpm,Manual,Second Owner,19.7 kmpl,796 CC,FWD,5,5 Speed
