,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
864,Renault Lodgy 85PS RxZ,/used-car-details/used-Renault-Lodgy-85PS-RxZ-cars-Kolkata_C690B9946C3CA460AC6B3C4F9D40DA8B.htm,2016,5.49 Lakh*,,"47,448 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,21.04 kmpl,1461 CC,FWD,8,5 Speed
865,Hyundai Santro Xing GLS,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Kolkata_15BF4E2098AA6094247D95613EE2FD3F.htm,2014,2.1 Lakh*,,"40,000 kms",Petrol,Individual,62.1bhp@5500rpm,Manual,Second Owner,17.92 kmpl,1086 CC,FWD,5,5 Speed
866,Skoda Fabia 1.2 Petrol Active,/used-car-details/used-Skoda-Fabia-2010-2015-1.2-Petrol-Active-cars-Kolkata_E108D8DE2548BEF3BF45835C41D42456.htm,2012,2.19 Lakh*,,"29,568 kms",Petrol,Dealer,73.9bhp@5400rpm,Manual,First Owner,16.25 kmpl,1198 CC,Two Wheel Drive,5,5 Speed
867,Hyundai i20 Sportz Plus,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Sportz-Plus-cars-Kolkata_982C8B5DDFB5C2DE20AE85886D66A08E.htm,2018,5.95 Lakh*,Rs.  7.69-12.67 Lakh*,"34,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
868,Maruti Swift 1.3 LXI,/used-car-details/used-Maruti-Swift-2004-2011-1.3-LXI-cars-Kolkata_2D2CB03D5A9743CD4D95613317313AEF.htm,2015,3.72 Lakh*,Rs.  6.48-9.50 Lakh*,"32,000 kms",Petrol,Dealer,,Manual,First Owner,16.1 kmpl,,,,
869,Honda BR-V i-VTEC VX MT,/used-car-details/used-Honda-BR-V-i-VTEC-VX-MT-cars-Kolkata_D272C81455D2A2DF035A4A81F84D5CEC.htm,2016,6.75 Lakh*,,"39,000 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,15.4 kmpl,1497 CC,FWD,7,6 Speed
870,Toyota Fortuner 4x4 MT,/used-car-details/used-Toyota-Fortuner-2011-2016-4x4-MT-cars-Kolkata_D5111E42286EE7F92C1AB3A23256724F.htm,2013,13.99 Lakh*,Rs.  36.91-42.90 Lakh*,"45,000 kms",Diesel,Dealer,168.5bhp@3600rpm,Manual,First Owner,12.55 kmpl,2982 CC,4WD,7,5 Speed
871,Maruti Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_920C2897B5F603880CD871C71A022D7B.htm,2017,3.7 Lakh*,Rs.  5.33-7.05 Lakh*,"23,052 kms",Petrol,Dealer,67.05bhp@5500rpm,Manual,First Owner,21.79 kmpl,998 CC,FWD,5,5 Speed
872,Maruti Alto LXi BSIII,/used-car-details/used-Maruti-Alto-2005-2010-LXi-BSIII-cars-Kolkata_A4BC668804898DD694BCE59EE1DE489B.htm,2009,1.55 Lakh*,,"14,116 kms",Petrol,Dealer,46.3bhp@6200rpm,Manual,First Owner,19.7 kmpl,796 CC,FWD,5,5 Speed
873,Datsun GO T Petrol,/used-car-details/used-Datsun-GO-T-Petrol-cars-Kolkata_3114ECCDCE6026A2AD7DB33E3D6E4669.htm,2018,3.25 Lakh*,Rs.  4.53-7.25 Lakh*,"9,090 kms",Petrol,Dealer,67bhp@5000rpm,Manual,First Owner,19.83 kmpl,1198 CC,FWD,5,5 Speed
874,Maruti Alto 800 LXI,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Kolkata_AF508083B754E3FEEA762066BCD8F5B7.htm,2019,2.8 Lakh*,Rs.  3.35-4.63 Lakh*,"19,000 kms",Petrol,Dealer,47.3bhp@6000rpm,Manual,First Owner,24.7 kmpl,796 CC,FWD,5,5 Speed
875,Tata Zest Quadrajet 1.3 75PS XM,/used-car-details/used-Tata-Zest-Quadrajet-1.3-75PS-XM-cars-Kolkata_465B4A094E9AD6780C016C304E8B3E2D.htm,2016,4.6 Lakh*,,"90,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,Second Owner,22.95 kmpl,1248 CC,FWD,5,5 Speed
876,Tata Indigo LE (TDI) BS-III,/used-car-details/used-Tata-Indigo-CS-2008-2012-LE-(TDI)-BS-III-cars-Kolkata_165196E477696B75AA9694E920C3AA00.htm,2009,1.17 Lakh*,,"1,50,000 kms",Diesel,Individual,69bhp@4500rpm,Manual,Fourth & Above Owner,19.09 kmpl,1396 CC,FWD,5,5 Speed
877,Tata Sumo Gold EX,/used-car-details/used-Tata-Sumo-Gold-EX-cars-Kolkata_73E1AC38DD621264A78515A29F221923.htm,2013,3.5 Lakh*,,"50,000 kms",Diesel,Individual,83.83bhp@3000rpm,Manual,First Owner,15.3 kmpl,2956 CC,RWD,7,5 Speed
878,Maruti Vitara Brezza LDi,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-LDi-cars-Kolkata_C19585572FE6153D9C3EAE7F6BB3CCF3.htm,2017,6 Lakh*,,"42,000 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,24.3 kmpl,1248 CC,FWD,5,5 Speed
879,Hyundai Grand i10 Sportz,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Kolkata_2B626B127BCB70D84F128A1F7635CB27.htm,2016,4.5 Lakh*,,"10,000 kms",Petrol,Individual,82bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
880,Hyundai i20 1.2 Era,/used-car-details/used-Hyundai-i20-2010-2012-1.2-Era-cars-Kolkata_947DCFA7753E029AD9017BF1A9924507.htm,2012,1.8 Lakh*,Rs.  7.69-12.67 Lakh*,"50,000 kms",Petrol,Individual,80 PS at 5200 rpm,Manual,Second Owner,17.0 kmpl,1197 CC,FWD,5,5 Speed
881,Ambassador Classic Nova Diesel,/used-car-details/used-Ambassador-Classic-Nova-Diesel-cars-Kolkata_73CAE4425A19BBCC007F2E0046B308BA.htm,1996,"80,001*",,"1,10,000 kms",Diesel,Individual,35.5bhp@4000rpm,Manual,First Owner,12.8 kmpl,1489 CC,FWD,5,5 Speed
882,Honda WR-V Edge Edition i-VTEC S,/used-car-details/used-Honda-WRV-2017-2020-Edge-Edition-i-VTEC-S-cars-Kolkata_A5E72B18D37BBEF06CBB584918CB9BF2.htm,2019,7.5 Lakh*,Rs.  9.91-11.26 Lakh*,"5,000 kms",Petrol,Individual,88.7bhp@6000rpm,Manual,First Owner,17.5 kmpl,1199 CC,FWD,5,5 Speed
883,Maruti Wagon R VXI BS IV,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Kolkata_25D4129C4F538A3A36384897FD8CA87E.htm,2016,3.1 Lakh*,Rs.  5.33-7.05 Lakh*,"43,474 kms",Petrol,Individual,67.04bhp@6200rpm,Manual,Second Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
884,Toyota Corolla Altis 1.8 J,/used-car-details/used-Toyota-Corolla-Altis-2010-2013-1.8-J-cars-Kolkata_BE50994BA738EB21AE5653AE4133B9A2.htm,2010,2.3 Lakh*,,"40,000 kms",Petrol,Individual,138bhp@6400rpm,Manual,Second Owner,14.53 kmpl,1798 CC,FWD,5,6 Speed
885,Tata Sumo Gold GX,/used-car-details/used-Tata-Sumo-Gold-GX-cars-Kolkata_64A7CC0DBE593C1A3F3FD3C44F3A7D96.htm,2015,3.74 Lakh*,,"1,42,000 kms",Diesel,Individual,83.83bhp@3000rpm,Manual,First Owner,15.3 kmpl,2956 CC,RWD,7,5 Speed
886,Maruti Ertiga ZXI Plus Petrol,/used-car-details/used-Maruti-Ertiga-ZXI-Plus-Petrol-cars-Kolkata_CE11EF4AE2C32D7440D9E0B45580F485.htm,2019,8.7 Lakh*,Rs.  8.68-11.84 Lakh*,"25,000 kms",Petrol,Dealer,103bhp@6000rpm,Manual,First Owner,19.34 kmpl,1462 CC,2WD,7,5 Speed
887,Maruti Zen Estilo VXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIII-cars-Kolkata_0519DF2AC5C6DC7A64624378E338FB29.htm,2007,"90,000*",,"40,000 kms",Petrol,Dealer,67.1bhp@6200rpm,Manual,First Owner,18.2 kmpl,998 CC,FWD,5,5 Speed
888,Audi A6 2.7 TDI,/used-car-details/used-Audi-A6-2009-2011-2.7-TDI-cars-Kolkata_E6983BEA3B38A82FD75BF4DF3ED63CF8.htm,2011,9.95 Lakh*,,"54,000 kms",Diesel,Dealer,"179.5 @ 3,300-4,250 (PS@rpm)",Automatic,First Owner,12.4 kmpl,2698 CC,FWD,5,6 Speed
889,Maruti Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_D4933952FDE510CD8B4AA439E7076B10.htm,2010,1.49 Lakh*,,"44,000 kms",Petrol,Dealer,46.3bhp@6200rpm,Manual,First Owner,19.7 kmpl,796 CC,FWD,5,5 Speed
890,Maruti Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_4F50ABF91F00B377397C7D19375BFFE3.htm,2011,1.6 Lakh*,,"25,000 kms",Petrol,Individual,67.1bhp@6200rpm,Manual,First Owner,20.92 kmpl,998 CC,FWD,5,5 Speed
891,Maruti Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_5E79119535B14B614D677E3B0F362C98.htm,2015,5 Lakh*,,"15,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,First Owner,26.59 kmpl,1248 CC,FWD,5,5 Speed
892,Chevrolet Cruze LTZ,/used-car-details/used-Chevrolet-Cruze-LTZ-cars-Kolkata_7AD6EAD7F7D540B0AC858D1AE9E36EC2.htm,2012,3.45 Lakh*,,"47,000 kms",Diesel,Dealer,163.7bhp@3800rpm,Manual,First Owner,17.9 kmpl,1998 CC,FWD,5,6 Speed
893,Hyundai i20 Magna 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Magna-1.2-cars-Kolkata_50E7385C7F713934D49BC728A20F53CE.htm,2015,4.45 Lakh*,Rs.  7.69-12.67 Lakh*,"40,000 kms",Petrol,Dealer,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
894,Kia Seltos HTX Plus D,/used-car-details/used-Kia-Seltos-HTX-Plus-D-cars-Kolkata_A88604260D717BFD7BC4BC1CF0484DFE.htm,2020,13 Lakh*,Rs.  11.68-19.65 Lakh*,"21,000 kms",Diesel,Dealer,113.42bhp@4000rpm,Manual,First Owner,20.8 kmpl,1493 CC,2WD,5,6-Speed
895,Mitsubishi Pajero Sport 4X4 DualTone BlackTop,/used-car-details/used-Mitsubishi-Pajero-Sport-4X4-DualTone-BlackTop-cars-Kolkata_2F9E9717C214DA23413DFE95833893B8.htm,2017,15 Lakh*,,"1,39,369 kms",Diesel,Dealer,175.56bhp@4000rpm,Manual,First Owner,13.5 kmpl,2477 CC,4WD,7,5 Speed
896,Honda City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_8A9DA4011F96CB4074C4E0F5908D37B3.htm,2009,2.75 Lakh*,Rs.  12.47-16.62 Lakh*,"57,808 kms",Petrol,Dealer,"118PS at 6,600 rpm",Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
897,Honda Jazz 1.2 S i VTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.2-S-i-VTEC-cars-Kolkata_33992640CE49834F3C492E6E59DABC10.htm,2017,4.3 Lakh*,Rs.  8.60-11.05 Lakh*,"32,000 kms",Petrol,Dealer,88.7bhp@6000rpm,Manual,First Owner,18.7 kmpl,1199 CC,FWD,5,5 Speed
898,Hyundai i20 1.2 Spotz,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Spotz-cars-Kolkata_7834AF753BC977DF6D4F10FF7556A046.htm,2018,5.8 Lakh*,Rs.  7.69-12.67 Lakh*,"13,000 kms",Petrol,Dealer,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
899,Mahindra XUV500 W10 2WD,/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Kolkata_C6D41B070FD534E4F4A69877BC735D7A.htm,2016,9.5 Lakh*,Rs.  18.05-22.99 Lakh*,"75,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,16.0 kmpl,2179 CC,FWD,7,6 Speed
900,Maruti Versa DX2 8-SEATER BSIII TWIN A/C,/used-car-details/used-Maruti-Versa-DX2-8-SEATER-BSIII-TWIN-A/C-cars-Kolkata_586332E3127C346DCEA85F665755F2C0.htm,2005,1.55 Lakh*,,"46,000 kms",Petrol,Dealer,"83.1@6,000 (PS@rpm)",Manual,First Owner,11.3 kmpl,1298 CC,,8,5 Speed
901,Mahindra XUV500 W8 AWD,/used-car-details/used-Mahindra-XUV500-2011-2015-W8-AWD-cars-Kolkata_0E773499EE1F4919DBA37E9003BB9F11.htm,2013,6.3 Lakh*,Rs.  18.05-22.99 Lakh*,"78,423 kms",Diesel,Individual,140bhp@3750rpm,Manual,Second Owner,15.1 kmpl,2179 CC,AWD,7,6 Speed 
902,Hyundai EON 1.0 Magna Plus Option O,/used-car-details/used-Hyundai-EON-1.0-Magna-Plus-Option-O-cars-Kolkata_A26FB94744556E693E8D3B5649F1B99B.htm,2014,2.1 Lakh*,,"38,161 kms",Petrol,Dealer,68.05bhp@6200rpm,Manual,First Owner,20.3 kmpl,998 CC,FWD,5,5 Speed
903,Audi Q3 35 TDI Quattro Premium Plus,/used-car-details/used-Audi-Q3-35-TDI-Quattro-Premium-Plus-cars-Kolkata_261233B81A185AAD479EF9F3E901589B.htm,2015,16.99 Lakh*,,"55,000 kms",Diesel,Dealer,181bhp@3500-4000rpm,Automatic,First Owner,15.17 kmpl,1968 CC,AWD,5,7-Speed S-Tronic
904,Hyundai i20 Sportz Plus BSIV,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Sportz-Plus-BSIV-cars-Kolkata_3844CBF931AB7AEB4060752FCA8FBB36.htm,2019,6.8 Lakh*,Rs.  7.69-12.67 Lakh*,"20,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
905,Maruti Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_B6C0836CF504A1FA146B3860D607F456.htm,2006,"85,000*",,"68,000 kms",Petrol,Dealer,46.3bhp@6200rpm,Manual,Second Owner,19.7 kmpl,796 CC,FWD,5,5 Speed
906,Honda City i DTec SV,/used-car-details/used-Honda-City-2015-2017-i-DTec-SV-cars-Kolkata_4F8E7160557CF8A1D7616621489EC8F2.htm,2016,6 Lakh*,Rs.  14.24-16.84 Lakh*,"57,057 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
907,Honda City i VTEC S,/used-car-details/used-Honda-City-2014-2015-i-VTEC-S-cars-Kolkata_5F0C9D3DF82290ECCD4AEAD1CB48B7A0.htm,2012,3.2 Lakh*,Rs.  12.47-16.62 Lakh*,"50,000 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,17.4 kmpl,1497 CC,FWD,5,5 Speed 
908,Mahindra Marazzo M6 8Str,/used-car-details/used-Mahindra-Marazzo-M6-8Str-cars-Kolkata_A4183312CE964BAE671EFB97F8EBFFF9.htm,2020,10.99 Lakh*,Rs.  14.08-16.40 Lakh*,"15,000 kms",Diesel,Dealer,121bhp@3500rpm,Manual,First Owner,17.3 kmpl,1497 CC,FWD,8,6 Speed
909,Hyundai Grand i10 Sportz,/used-car-details/used-Hyundai-Grand-i10-2016-2017-Sportz-cars-Kolkata_7F7CA795270D7BB9739E6B4DCEA4DCAD.htm,2015,3.85 Lakh*,,"30,000 kms",Petrol,Dealer,82bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
910,Maruti Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_18BADD1C01013CDF0EDA910A98E4988D.htm,2009,1.85 Lakh*,Rs.  5.33-7.05 Lakh*,"55,000 kms",Petrol,Dealer,67.05bhp@5500rpm,Manual,Second Owner,21.79 kmpl,998 CC,FWD,5,5 Speed
911,Maruti Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_ACEAF350E6DD2F036CC53755C6125F02.htm,2011,1.79 Lakh*,,"38,256 kms",Petrol,Dealer,67.1bhp@6200rpm,Manual,First Owner,20.92 kmpl,998 CC,FWD,5,5 Speed
912,Maruti Baleno 1.2 Delta,/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Kolkata_5E85DFE16D3600D80E8BE66EAB45AEFC.htm,2016,4.69 Lakh*,Rs.  6.78-10.42 Lakh*,"38,256 kms",Petrol,Dealer,83.1bhp@6000rpm,Manual,First Owner,21.4 kmpl,1197 CC,FWD,5,5 Speed
913,Honda City V MT,/used-car-details/used-Honda-City-2011-2013-V-MT-cars-Kolkata_18345652B3CDD873CA68CEAFEC11BB92.htm,2014,5.35 Lakh*,Rs.  12.47-16.62 Lakh*,"27,200 kms",Petrol,Dealer,116.3bhp@6600rpm,Manual,First Owner,16.8 kmpl,1497 CC,FWD,5,5 Speed
914,Mahindra NuvoSport N8,/used-car-details/used-Mahindra-NuvoSport-N8-cars-Kolkata_0991CCCDE5137E11183EB468741EA0F9.htm,2016,3.49 Lakh*,,"85,000 kms",Diesel,Dealer,100bhp@3750rpm,Manual,First Owner,17.45 kmpl,1493 CC,RWD,7,5 Speed
915,Mercedes-Benz E-Class Exclusive E 220d,/used-car-details/used-Mercedes-Benz-E-Class-2017-2021-Exclusive-E-220d-cars-Kolkata_926DE31F8951EF60A57F6EE52390BA2C.htm,2017,38 Lakh*,Rs.  73.11-91.29 Lakh*,"19,260 kms",Diesel,Dealer,191.7bhp@3800rpm,Automatic,First Owner,16.1 kmpl,1950 CC,RWD,5,9 Speed
916,Honda City i-VTEC SV,/used-car-details/used-Honda-City-2017-2020-i-VTEC-SV-cars-Kolkata_69848104EF7AE2EB6A8C1F74CA31A693.htm,2018,7.5 Lakh*,Rs.  12.47-16.62 Lakh*,"28,000 kms",Petrol,Dealer,117.6bhp@6600rpm,Manual,First Owner,17.4 kmpl,1497 CC,FWD,5,5 Speed
917,Maruti Swift LDI BSIV,/used-car-details/used-Maruti-Swift-2014-2021-LDI-BSIV-cars-Kolkata_9FDD3005CAA4E2289402ECC18B1E063B.htm,2015,4 Lakh*,,"45,045 kms",Diesel,Dealer,74bhp@4000rpm,Manual,First Owner,25.2 kmpl,1248 CC,FWD,5,5 Speed 
918,Maruti Esteem Vxi - BSII,/used-car-details/used-Maruti-Esteem-Vxi---BSII-cars-Kolkata_A87A57EBF243707DE3EDEC64877F9E13.htm,2005,1 Lakh*,,"1,00,000 kms",Petrol,Individual,null,Manual,Second Owner,15.9 kmpl,1298 CC,,5,
919,Hyundai EON Magna Plus,/used-car-details/used-Hyundai-EON-Magna-Plus-cars-Kolkata_056A36BB93F672CE9875B63C008652A5.htm,2018,3.1 Lakh*,,"12,000 kms",Petrol,Dealer,55.2bhp@5500rpm,Manual,First Owner,21.1 kmpl,814 CC,FWD,5,5 Speed
920,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-Plus-BSIV-cars-Kolkata_6223F014600541F81B891F3B1A7CC57E.htm,2017,6.75 Lakh*,Rs.  10.11-13.26 Lakh*,"44,000 kms",Diesel,Dealer,98.96bhp@3750rpm,Manual,First Owner,23.0 kmpl,1498 CC,FWD,5,5 Speed
921,Hyundai i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_4F86FEF16D5E6534653CEFC499DBC0FA.htm,2014,2.95 Lakh*,,"40,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
922,Mitsubishi Cedia Sports,/used-car-details/used-Mitsubishi-Cedia-Sports-cars-Kolkata_D3CB75033EA95CCDB469CAAB895D3966.htm,2007,1.85 Lakh*,,"49,000 kms",Petrol,Dealer,114bhp@5250rpm,Manual,First Owner,13.17 kmpl,1999 CC,FWD,5,5 Speed
923,Hyundai i10 Era,/used-car-details/used-Hyundai-i10-Era-cars-Kolkata_1AA9391B6C583E82082E7414D6E388F2.htm,2015,2.5 Lakh*,,"1,46,000 kms",Petrol,Individual,68.05bhp@5500rpm,Manual,First Owner,19.81 kmpl,1086 CC,FWD,5,5 Speed
924,Maruti Alto LX,/used-car-details/used-Maruti-Alto-LX-cars-Kolkata_28C754FD28FC30B5F9FC2D03A07F349D.htm,2007,1.5 Lakh*,,"70,828 kms",Petrol,Individual,46.3bhp@6200rpm,Manual,First Owner,19.7 kmpl,796 CC,2WD,5,5 Speed
925,Toyota Etios GD,/used-car-details/used-Toyota-Etios-2014-2016-GD-cars-Kolkata_805523858A2317756EB2BA43AAC0AA6A.htm,2014,3.35 Lakh*,,"64,000 kms",Diesel,Dealer,67.05bhp@3800rpm,Manual,First Owner,23.59 kmpl,1364 CC,FWD,5,5 Speed
926,Renault Lodgy Stepway 110PS RXZ 8S,/used-car-details/used-Renault-Lodgy-Stepway-110PS-RXZ-8S-cars-Kolkata_A8C51E3E41772DC6A5155DB1B97B30EC.htm,2019,7.5 Lakh*,,"23,023 kms",Diesel,Dealer,108.5bhp@4000rpm,Manual,First Owner,19.98 kmpl,1461 CC,FWD,8,6 Speed
927,Maruti SX4 S Cross Alpha DDiS 200 SH,/used-car-details/used-Maruti-S-Cross-2017-2020-Alpha-DDiS-200-SH-cars-Kolkata_A7A049F6695D49AD7374C876B05AD47D.htm,2018,8.5 Lakh*,,"65,000 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,25.1 kmpl,1248 CC,FWD,5,5 Speed
928,Hyundai i20 Asta Option 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Asta-Option-1.2-cars-Kolkata_46D4F7CB8997A7C71E8A35538EE4BB4D.htm,2015,4.5 Lakh*,Rs.  7.69-12.67 Lakh*,"42,000 kms",Petrol,Dealer,81.83bhp@6000rpm,Manual,Second Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
929,Maruti Swift VDI BSIV,/used-car-details/used-Maruti-Swift-2004-2011-VDI-BSIV-cars-Kolkata_67793BF0D57171E0B490787A0167564C.htm,2010,2.4 Lakh*,,"64,855 kms",Diesel,Individual,null,Manual,First Owner,17.8 kmpl,1248 CC,,5,
930,Nissan Micra Diesel XV,/used-car-details/used-Nissan-Micra-2010-2012-Diesel-XV-cars-Kolkata_641B492B9F4756AF5630A58FBD6F623B.htm,2011,2.65 Lakh*,,"48,055 kms",Diesel,Dealer,63.1bhp@4000rpm,Manual,First Owner,23.08 kmpl,1461 CC,Two Whhel Drive,5,5 Speed Manual
931,Maruti Zen Estilo 1.1 LXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-1.1-LXI-BSIII-cars-Kolkata_8F9496ACBCD6587D9A5834210C247C66.htm,2008,1.45 Lakh*,,"46,728 kms",Petrol,Dealer,64bhp@6200rpm,Manual,First Owner,18.2 kmpl,1061 CC,2WD,5,5 Speed
932,Chevrolet Aveo 1.4 LS BSIV,/used-car-details/used-Chevrolet-Aveo-1.4-LS-BSIV-cars-Kolkata_EF81354D8A691D480A1F17FBE3B6D87E.htm,2010,1.99 Lakh*,,"37,256 kms",Petrol,Dealer,92.7bhp@6200rpm,Manual,First Owner,14.49 kmpl,1399 CC,FWD,5,5 Speed
933,Ford EcoSport 1.5 Ti VCT MT Ambiente,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-Ti-VCT-MT-Ambiente-cars-Kolkata_50F7A436F0589A386F65C27B7E2A35B5.htm,2014,5.5 Lakh*,Rs.  9.32-12.93 Lakh*,"19,250 kms",Petrol,Dealer,110bhp@6300rpm,Manual,First Owner,15.8 kmpl,1499 CC,FWD,5,5 Speed
934,Honda Accord 2.4 A/T,/used-car-details/used-Honda-New-Accord-2011-2014-2.4-A/T-cars-Kolkata_5F1E1136E27C42A10EA2A8A62C8E0594.htm,2011,5.25 Lakh*,,"47,000 kms",Petrol,Dealer,177.6bhp@6500rpm,Automatic,First Owner,11.7 kmpl,2354 CC,FWD,5,5 Speed
935,Renault KWID RXT,/used-car-details/used-Renault-KWID-2015-2019-RXT-cars-Kolkata_E0451F4267F168573647086E34859A83.htm,2018,3.5 Lakh*,Rs.  3.82-6.17 Lakh*,"10,000 kms",Petrol,Individual,53.3bhp@5678rpm,Manual,First Owner,25.17 kmpl,799 CC,FWD,5,5 Speed
936,Maruti Swift Dzire 1.2 Vxi BSIV,/used-car-details/used-Maruti-Swift-Dzire-2008-1.2-Vxi-BSIV-cars-Kolkata_C4C6518D82CCB6401CCF5123E287245D.htm,2010,2.2 Lakh*,Rs.  6.67-10.01 Lakh*,"90,000 kms",Petrol,Individual,85.8bhp@6000rpm,Manual,Second Owner,17.5 kmpl,1197 CC,2 WD,5,5 Speed
937,Mahindra Ssangyong Rexton RX6,/used-car-details/used-Mahindra-Ssangyong-Rexton-RX6-cars-Kolkata_F2923F9F83ADB3E809A13CD301A08AD2.htm,2014,7.25 Lakh*,,"58,017 kms",Diesel,Dealer,162bhp@4000rpm,Manual,First Owner,12.4 kmpl,2696 CC,4WD,7,5 Speed
938,Volkswagen Polo Diesel Highline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Highline-1.2L-cars-Kolkata_EF41983E6C4490D2ED5C6476823287EA.htm,2013,2.8 Lakh*,,"55,000 kms",Diesel,Dealer,73.9bhp@4200rpm,Manual,First Owner,22.07 kmpl,1199 CC,FWD,5,5 Speed
939,Mahindra Thar CRDe,/used-car-details/used-Mahindra-Thar-2015-2019-CRDe-cars-Kolkata_A026BED833647E52B4F21503E192685C.htm,2018,8.45 Lakh*,Rs.  15.10-17.38 Lakh*,"4,000 kms",Diesel,Dealer,105bhp@3800rpm,Manual,First Owner,16.55 kmpl,2498 CC,4WD,6,5 Speed
940,Hyundai i20 Asta Option 1.2,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Asta-Option-1.2-cars-Kolkata_67885A9EF41C5B5E406FDF4010D17EBE.htm,2015,5.34 Lakh*,Rs.  7.69-12.67 Lakh*,"35,000 kms",Petrol,Dealer,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
941,Hyundai Creta 1.6 CRDi SX Option,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-Option-cars-Kolkata_D9D88EEF587B720EDF942CAF0DE03256.htm,2016,8.74 Lakh*,Rs.  11.88-19.79 Lakh*,"55,000 kms",Diesel,Dealer,126.2bhp@4000rpm,Manual,First Owner,19.67 kmpl,1582 CC,FWD,5,6 Speed
942,Honda City i DTEC SV,/used-car-details/used-Honda-City-2014-2015-i-DTEC-SV-cars-Kolkata_836251F626A39694BE017DF86993410D.htm,2014,5.45 Lakh*,Rs.  14.24-16.84 Lakh*,"57,190 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed 
943,Hyundai Grand i10 Era,/used-car-details/used-Hyundai-Grand-i10-2016-2017-Era-cars-Kolkata_A49FE54DF99C2C773ED531A1079229FD.htm,2015,3.59 Lakh*,,"27,000 kms",Petrol,Dealer,82bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
